Price,Close
Ticker,QQQ
Date,
2006-06-12,31.992616653442383
2006-06-13,31.864307403564453
2006-06-14,32.18937301635742
2006-06-15,33.0618896484375
2006-06-16,32.818790435791016
2006-06-19,32.55342102050781
2006-06-20,32.596221923828125
2006-06-21,33.109825134277344
2006-06-22,32.69038391113281
2006-06-23,32.656158447265625
2006-06-26,32.74176025390625
2006-06-27,32.125431060791016
2006-06-28,32.36511993408203
2006-06-29,33.349510192871094
2006-06-30,33.18687057495117
2006-07-03,33.38373947143555
2006-07-05,32.656158447265625
2006-07-06,32.62189865112305
2006-07-07,32.26239776611328
2006-07-10,31.97991943359375
2006-07-11,32.21959686279297
2006-07-12,31.611846923828125
2006-07-13,31.081117630004883
2006-07-14,30.764389038085938
2006-07-17,30.84145164489746
2006-07-18,30.944162368774414
2006-07-19,31.34646987915039
2006-07-20,30.884241104125977
2006-07-21,30.558969497680664
2006-07-24,31.16672134399414
2006-07-25,31.34646987915039
2006-07-26,31.320791244506836
2006-07-27,31.115360260009766
2006-07-28,31.765918731689453
2006-07-31,31.757356643676758
2006-08-01,31.226634979248047
2006-08-02,31.577590942382812
2006-08-03,31.77446746826172
2006-08-04,31.62895393371582
2006-08-07,31.423521041870117
2006-08-08,31.226634979248047
2006-08-09,31.269432067871094
2006-08-10,31.49199867248535
2006-08-11,31.269432067871094
2006-08-14,31.474870681762695
2006-08-15,32.270957946777344
2006-08-16,33.032772064208984
2006-08-17,33.15262985229492
2006-08-18,33.203983306884766
2006-08-21,32.88726043701172
2006-08-22,32.89583969116211
2006-08-23,32.64759063720703
2006-08-24,32.74176025390625
2006-08-25,32.80166244506836
2006-08-28,33.049903869628906
2006-08-29,33.15262985229492
2006-08-30,33.30671310424805
2006-08-31,33.2724494934082
2006-09-01,33.45222473144531
2006-09-05,33.77750015258789
2006-09-06,33.10126876831055
2006-09-07,32.94717788696289
2006-09-08,33.14406967163086
2006-09-11,33.349510192871094
2006-09-12,33.96582794189453
2006-09-13,34.196937561035156
2006-09-14,34.2311897277832
2006-09-15,34.35365295410156
2006-09-18,34.36222457885742
2006-09-19,34.13098907470703
2006-09-20,34.62773895263672
2006-09-21,34.41360092163086
2006-09-22,34.1480827331543
2006-09-25,34.747642517089844
2006-09-26,34.91893005371094
2006-09-27,34.876102447509766
2006-09-28,34.970333099365234
2006-09-29,34.816158294677734
2006-10-02,34.379364013671875
2006-10-03,34.52495574951172
2006-10-04,35.37286376953125
2006-10-05,35.54416275024414
2006-10-06,35.467079162597656
2006-10-09,35.58698654174805
2006-10-10,35.64695358276367
